1;arms_factory;2951.00;11.18;1362.00;3.39;0
1;arms_factory;2945.00;11.50;1365.00;6.06;0
1;arms_factory;2947.00;9.90;1357.00;2.80;0
1;arms_factory;2948.00;10.38;1357.00;4.00;0
1;arms_factory;2951.00;10.57;1371.00;1.84;0
1;arms_factory;2951.00;10.57;1371.00;4.86;0
1;industrial_complex;2944.00;11.23;1369.00;6.06;0
1;industrial_complex;2951.00;11.55;1364.00;3.91;0
1;industrial_complex;2951.00;11.55;1364.00;0.29;0
1;industrial_complex;2949.00;12.98;1364.00;1.85;0
1;industrial_complex;2949.00;13.13;1365.00;4.51;0
1;industrial_complex;2945.00;9.68;1358.00;2.35;0
1;air_base;2953.00;10.28;1370.00;3.56;0
1;naval_base;2940.00;9.50;1360.00;-0.79;5579
1;naval_base;2953.00;9.50;1378.00;-3.00;5555
1;naval_base;2946.00;10.05;1372.00;-2.60;5555
1;bunker;2952.00;11.00;1365.00;3.46;0
1;bunker;2945.00;11.23;1370.00;5.02;0
1;bunker;2947.00;9.53;1353.00;1.41;0
1;coastal_bunker;2942.00;9.50;1360.00;-0.79;0
1;coastal_bunker;2954.00;9.80;1369.00;0.98;0
1;coastal_bunker;2940.00;9.50;1364.00;-1.19;0
1;dockyard;2943.00;9.50;1360.00;-0.79;0
1;anti_air_building;2947.00;11.85;1370.00;2.51;0
1;anti_air_building;2951.00;11.55;1364.00;5.54;0
1;anti_air_building;2951.00;11.65;1366.00;0.46;0
1;synthetic_refinery;2950.00;12.40;1365.00;4.58;0
1;fuel_silo;2950.00;12.40;1365.00;2.42;0
1;radar_station;2948.00;13.38;1365.00;2.11;0
1;rocket_site;2949.00;10.05;1372.00;0.36;0
1;nuclear_reactor;2949.00;10.05;1372.00;3.03;0
2;arms_factory;3004.00;10.05;1362.00;2.80;0
2;arms_factory;3005.00;10.50;1367.00;4.00;0
2;arms_factory;3010.00;10.68;1356.00;1.84;0
2;arms_factory;2995.00;9.68;1362.00;4.86;0
2;arms_factory;3011.00;10.20;1353.00;6.06;0
2;arms_factory;3000.00;9.57;1356.00;3.91;0
2;industrial_complex;2991.00;9.70;1368.00;0.29;0
2;industrial_complex;3004.00;10.98;1373.00;1.85;0
2;industrial_complex;3011.00;11.48;1360.00;4.51;0
2;industrial_complex;3002.00;10.05;1367.00;2.35;0
2;industrial_complex;3017.00;12.30;1360.00;3.56;0
2;industrial_complex;3020.00;10.53;1352.00;0.30;0
2;air_base;3005.00;10.50;1367.00;2.96;0
2;naval_base;2999.00;9.50;1355.00;-0.46;5656
2;naval_base;2991.00;9.50;1362.00;-0.93;5656
2;naval_base;2986.00;9.50;1368.00;-0.90;5579
2;naval_base;3017.00;9.50;1348.00;0.32;1452
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;bunker;3018.00;11.98;1358.00;0.80;0
2;bunker;3018.00;10.07;1350.00;3.47;0
2;bunker;3021.00;10.98;1354.00;6.13;0
2;bunker;3002.00;10.00;1365.00;2.51;0
2;bunker;2993.00;9.75;1366.00;5.54;0
2;bunker;3008.00;10.50;1357.00;0.46;0
2;bunker;3005.00;10.65;1368.00;4.58;0
2;coastal_bunker;3004.00;9.50;1351.00;-0.46;0
2;coastal_bunker;2996.00;9.50;1358.00;-0.93;0
2;coastal_bunker;3015.00;9.50;1348.00;0.32;0
2;coastal_bunker;2987.00;9.50;1367.00;-0.90;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;dockyard;3008.00;9.50;1350.00;-0.90;0
2;anti_air_building;3013.00;11.10;1356.00;5.09;0
2;anti_air_building;3008.00;10.57;1358.00;0.01;0
2;anti_air_building;2997.00;10.48;1370.00;3.03;0
2;synthetic_refinery;3002.00;9.70;1356.00;5.70;0
2;fuel_silo;3007.00;10.80;1364.00;3.54;0
2;radar_station;3006.00;10.45;1362.00;3.83;0
2;rocket_site;3019.00;12.55;1362.00;1.48;0
2;nuclear_reactor;3017.00;10.98;1355.00;5.60;0
3;arms_factory;2907.00;10.10;1453.00;1.84;0
3;arms_factory;2935.00;13.95;1456.00;4.86;0
3;arms_factory;2924.00;10.82;1464.00;6.06;0
3;arms_factory;2926.00;13.98;1456.00;3.91;0
3;arms_factory;2925.00;11.30;1465.00;0.29;0
3;arms_factory;2928.00;12.00;1460.00;1.85;0
3;industrial_complex;2934.00;15.30;1453.00;4.51;0
3;industrial_complex;2929.00;11.70;1461.00;2.35;0
3;industrial_complex;2912.00;10.10;1456.00;3.56;0
3;industrial_complex;2928.00;10.82;1462.00;0.30;0
3;industrial_complex;2914.00;10.10;1457.00;2.96;0
3;industrial_complex;2903.00;10.05;1446.00;5.62;0
3;air_base;2929.00;13.53;1458.00;3.46;0
3;bunker;2909.00;10.10;1454.00;5.02;0
3;bunker;2926.00;12.05;1459.00;1.41;0
3;bunker;2930.00;13.45;1459.00;4.07;0
3;bunker;2908.00;10.05;1450.00;0.80;0
3;bunker;2914.00;10.25;1459.00;3.47;0
3;bunker;2919.00;11.30;1455.00;6.13;0
3;anti_air_building;2930.00;13.70;1456.00;2.51;0
3;anti_air_building;2925.00;10.53;1463.00;5.54;0
3;anti_air_building;2930.00;13.65;1457.00;0.46;0
3;synthetic_refinery;2926.00;10.70;1464.00;4.58;0
3;fuel_silo;2914.00;10.25;1459.00;2.42;0
3;radar_station;2918.00;11.40;1454.00;2.11;0
3;rocket_site;2924.00;10.63;1461.00;0.36;0
3;nuclear_reactor;2909.00;9.90;1449.00;3.03;0
4;arms_factory;3060.00;9.88;1491.00;6.06;0
4;arms_factory;3044.00;12.53;1450.00;3.91;0
4;arms_factory;3058.00;11.63;1477.00;0.29;0
4;arms_factory;3055.00;12.70;1483.00;1.85;0
4;arms_factory;3044.00;12.63;1459.00;4.51;0
4;arms_factory;3043.00;13.50;1473.00;2.35;0
4;industrial_complex;3042.00;13.82;1455.00;3.56;0
4;industrial_complex;3054.00;10.68;1494.00;0.30;0
4;industrial_complex;3062.00;10.55;1468.00;2.96;0
4;industrial_complex;3045.00;12.50;1462.00;5.62;0
4;industrial_complex;3066.00;10.30;1483.00;3.46;0
4;industrial_complex;3049.00;10.93;1460.00;5.02;0
4;air_base;3047.00;12.82;1453.00;1.41;0
4;bunker;3053.00;12.23;1468.00;4.07;0
4;bunker;3052.00;10.60;1462.00;0.80;0
4;bunker;3060.00;11.05;1474.00;3.47;0
4;bunker;3055.00;10.20;1451.00;6.13;0
4;bunker;3047.00;13.88;1475.00;2.51;0
4;bunker;3061.00;10.57;1468.00;5.54;0
4;bunker;3038.00;13.10;1454.00;0.46;0
4;bunker;3056.00;10.30;1460.00;4.58;0
4;bunker;3065.00;9.80;1489.00;2.42;0
4;bunker;3067.00;10.00;1481.00;2.52;0
4;bunker;3042.00;13.10;1462.00;0.36;0
4;bunker;3051.00;11.00;1486.00;3.03;0
4;bunker;3072.00;9.70;1479.00;5.69;0
4;anti_air_building;3055.00;10.35;1493.00;0.97;0
4;anti_air_building;3059.00;10.73;1468.00;5.09;0
4;anti_air_building;3056.00;10.05;1490.00;0.01;0
4;synthetic_refinery;3063.00;11.03;1483.00;3.03;0
4;fuel_silo;3046.00;11.60;1460.00;5.70;0
4;radar_station;3055.00;13.25;1473.00;0.89;0
4;rocket_site;3050.00;13.40;1468.00;4.74;0
4;nuclear_reactor;3050.00;11.07;1451.00;1.48;0
5;arms_factory;3141.00;9.80;1603.00;0.29;0
5;arms_factory;3151.00;9.78;1617.00;1.85;0
5;arms_factory;3120.00;9.70;1618.00;4.51;0
5;arms_factory;3153.00;10.43;1596.00;2.35;0
5;arms_factory;3146.00;9.80;1601.00;3.56;0
5;arms_factory;3124.00;9.80;1601.00;0.30;0
5;industrial_complex;3128.00;9.80;1609.00;2.96;0
5;industrial_complex;3102.00;9.75;1595.00;5.62;0
5;industrial_complex;3132.00;10.45;1602.00;3.46;0
5;industrial_complex;3124.00;9.80;1600.00;5.02;0
5;industrial_complex;3108.00;9.80;1594.00;1.41;0
5;industrial_complex;3142.00;10.30;1593.00;4.07;0
5;air_base;3145.00;9.70;1624.00;0.80;0
5;naval_base;3137.00;9.50;1621.00;-1.82;2256
5;naval_base;3115.00;9.50;1610.00;-2.36;2309
5;naval_base;3129.00;9.63;1624.00;-1.82;2256
5;naval_base;3123.00;9.55;1614.00;-1.77;2256
5;naval_base;3107.00;9.68;1606.00;-3.61;2309
5;bunker;3145.00;9.80;1606.00;4.58;0
5;bunker;3141.00;9.70;1616.00;2.42;0
5;bunker;3138.00;9.50;1622.00;2.52;0
5;bunker;3123.00;9.80;1603.00;0.36;0
5;bunker;3105.00;9.80;1597.00;3.03;0
5;bunker;3149.00;9.80;1609.00;5.69;0
5;bunker;3109.00;9.80;1594.00;0.97;0
5;bunker;3132.00;10.45;1602.00;5.09;0
5;bunker;3138.00;10.05;1591.00;0.01;0
5;bunker;3155.00;9.82;1609.00;3.03;0
5;bunker;3152.00;10.10;1619.00;5.70;0
5;bunker;3128.00;10.38;1597.00;3.54;0
5;bunker;3148.00;10.40;1592.00;4.74;0
5;bunker;3126.00;9.90;1591.00;1.48;0
5;bunker;3127.00;9.60;1616.00;5.60;0
5;bunker;3122.00;9.80;1607.00;0.52;0
5;bunker;3128.00;9.65;1620.00;4.65;0
5;coastal_bunker;3108.00;9.57;1606.00;-3.61;0
5;coastal_bunker;3126.00;9.50;1624.00;-1.82;0
5;coastal_bunker;3120.00;9.60;1612.00;-3.28;0
5;coastal_bunker;3138.00;9.50;1627.00;-1.82;0
5;coastal_bunker;3123.00;9.55;1614.00;-1.77;0
5;dockyard;3118.00;9.50;1616.00;-1.82;0
5;anti_air_building;3125.00;9.80;1608.00;3.70;0
5;anti_air_building;3118.00;9.80;1601.00;5.26;0
5;anti_air_building;3108.00;9.65;1604.00;3.10;0
5;synthetic_refinery;3142.00;9.70;1613.00;5.76;0
5;fuel_silo;3146.00;9.70;1618.00;3.61;0
5;radar_station;3131.00;9.85;1608.00;3.60;0
5;rocket_site;3138.00;9.50;1624.00;1.55;0
5;nuclear_reactor;3145.00;9.70;1612.00;4.21;0
6;arms_factory;2872.00;9.80;1533.00;4.51;0
6;arms_factory;2855.00;9.73;1538.00;2.35;0
6;arms_factory;2880.00;9.70;1544.00;3.56;0
6;arms_factory;2862.00;9.70;1542.00;0.30;0
6;arms_factory;2863.00;9.68;1542.00;2.96;0
6;arms_factory;2888.00;9.88;1539.00;5.62;0
6;industrial_complex;2874.00;9.70;1536.00;3.46;0
6;industrial_complex;2857.00;9.68;1540.00;5.02;0
6;industrial_complex;2863.00;10.13;1534.00;1.41;0
6;industrial_complex;2875.00;9.65;1541.00;4.07;0
6;industrial_complex;2851.00;9.68;1538.00;0.80;0
6;industrial_complex;2878.00;9.70;1541.00;3.47;0
6;air_base;2861.00;9.70;1530.00;6.13;0
6;naval_base;2871.00;9.50;1544.00;-2.55;8621
6;naval_base;2869.00;9.60;1544.00;-3.93;8621
6;naval_base;2850.00;9.53;1541.00;-2.68;8621
6;naval_base;2853.00;9.55;1542.00;-2.16;8621
6;bunker;2859.00;9.70;1531.00;2.42;0
6;bunker;2878.00;9.70;1541.00;2.52;0
6;bunker;2877.00;9.82;1534.00;0.36;0
6;bunker;2863.00;10.30;1538.00;3.03;0
6;bunker;2870.00;9.65;1541.00;5.69;0
6;bunker;2891.00;10.00;1538.00;0.97;0
6;bunker;2861.00;9.70;1543.00;5.09;0
6;bunker;2851.00;9.68;1537.00;0.01;0
6;bunker;2886.00;9.73;1537.00;3.03;0
6;coastal_bunker;2855.00;9.57;1543.00;-2.16;0
6;coastal_bunker;2849.00;9.60;1540.00;-2.68;0
6;coastal_bunker;2872.00;9.50;1544.00;-2.55;0
6;coastal_bunker;2867.00;9.50;1544.00;-3.93;0
6;dockyard;2850.00;9.53;1541.00;-2.68;0
6;anti_air_building;2859.00;10.07;1538.00;0.52;0
6;anti_air_building;2861.00;9.70;1531.00;4.65;0
6;anti_air_building;2869.00;9.75;1539.00;6.21;0
6;synthetic_refinery;2867.00;9.70;1542.00;2.59;0
6;fuel_silo;2892.00;10.15;1539.00;5.25;0
6;radar_station;2872.00;9.70;1538.00;1.12;0
6;rocket_site;2885.00;9.90;1544.00;3.19;0
6;nuclear_reactor;2867.00;9.73;1534.00;1.04;0
7;arms_factory;2882.00;9.70;1576.00;3.56;0
7;arms_factory;2876.00;9.68;1558.00;0.30;0
7;arms_factory;2881.00;9.60;1560.00;2.96;0
7;arms_factory;2883.00;9.60;1559.00;5.62;0
